Latitude (decimal degrees):	31.668
Longitude (decimal degrees):	-106.288
Elevation (m):	1112
Radiation database:	PVGIS-ERA5


Slope: 54 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	0.4
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200207:0430,0.0,0.0,0.0,0.0,0.0,7.69,6.69,0.0
20200207:0530,0.0,0.0,0.0,0.0,0.0,7.24,6.69,0.0
20200207:0630,0.0,0.0,0.0,0.0,0.0,6.78,6.48,0.0
20200207:0730,0.0,0.0,0.0,0.0,0.0,6.33,6.28,0.0
20200207:0830,0.0,0.0,0.0,0.0,0.0,5.75,5.86,0.0
20200207:0930,0.0,0.0,0.0,0.0,0.0,5.23,5.59,0.0
20200207:1030,0.0,0.0,0.0,0.0,0.0,4.81,5.31,0.0
20200207:1130,0.0,0.0,0.0,0.0,0.0,4.38,4.76,0.0
20200207:1230,0.0,0.0,0.0,0.0,0.0,3.94,4.21,0.0
20200207:1330,0.0,0.0,0.0,0.0,0.0,3.41,3.79,0.0
20200207:1430,186.66,429.94,93.99,3.37,6.33,2.82,3.24,0.0
20200207:1530,290.53,705.84,133.43,11.82,17.71,3.62,2.76,0.0
20200207:1630,339.38,864.3,135.78,19.93,27.91,6.75,3.59,0.0
20200207:1730,359.42,936.96,132.9,26.24,36.19,9.14,4.14,0.0
20200207:1830,363.08,962.66,128.1,30.0,41.55,11.34,4.28,0.0
20200207:1930,362.1,972.87,124.41,31.03,42.95,13.42,4.41,0.0
20200207:2030,356.03,950.11,135.61,28.98,40.06,15.02,4.55,0.0
20200207:2130,340.93,887.73,151.99,24.1,33.54,16.22,4.9,0.0
20200207:2230,316.44,820.65,142.11,17.36,24.47,16.96,5.03,0.0
20200207:2330,256.22,639.56,132.36,8.98,13.79,17.25,4.76,0.0
20200208:0030,159.02,424.37,51.15,1.43,2.3,16.85,3.72,0.0
20200208:0130,0.0,0.0,0.0,0.0,0.0,15.24,2.48,0.0
20200208:0230,0.0,0.0,0.0,0.0,0.0,12.92,2.07,0.0
20200208:0330,0.0,0.0,0.0,0.0,0.0,10.85,2.14,0.0
20200208:0430,0.0,0.0,0.0,0.0,0.0,8.99,2.55,0.0
20200208:0530,0.0,0.0,0.0,0.0,0.0,7.56,2.76,0.0
20200208:0630,0.0,0.0,0.0,0.0,0.0,6.65,2.69,0.0
20200208:0730,0.0,0.0,0.0,0.0,0.0,6.0,2.62,0.0
20200208:0830,0.0,0.0,0.0,0.0,0.0,5.73,2.41,0.0
20200208:0930,0.0,0.0,0.0,0.0,0.0,5.62,2.07,0.0
20200208:1030,0.0,0.0,0.0,0.0,0.0,4.42,2.14,0.0
20200208:1130,0.0,0.0,0.0,0.0,0.0,3.27,2.14,0.0
20200208:1230,0.0,0.0,0.0,0.0,0.0,2.43,2.0,0.0
20200208:1330,0.0,0.0,0.0,0.0,-5.63,2.07,1.93,0.0
20200208:1430,187.74,435.35,96.75,3.5,6.5,2.19,1.66,0.0
20200208:1530,285.94,713.74,135.4,12.05,17.91,3.86,1.03,0.0
20200208:1630,321.79,872.96,137.3,20.26,28.13,8.16,0.48,0.0
20200208:1730,338.96,946.02,133.78,26.63,36.46,12.13,1.03,0.0
20200208:1830,347.1,969.87,130.41,30.44,41.85,14.87,1.93,0.0
20200208:1930,351.07,976.23,129.48,31.47,43.26,16.96,2.9,0.0
20200208:2030,348.52,970.72,131.56,29.57,40.36,18.5,3.17,0.0
20200208:2130,339.82,938.16,135.87,24.9,33.81,19.55,3.52,0.0
20200208:2230,314.92,847.86,140.07,17.87,24.71,20.13,3.79,0.0
20200208:2330,256.28,653.03,136.26,9.28,14.01,20.09,3.93,0.0
20200209:0030,153.93,413.06,53.68,1.52,2.49,19.37,3.38,0.0
20200209:0130,0.0,0.0,0.0,0.0,0.0,17.43,2.48,0.0
20200209:0230,0.0,0.0,0.0,0.0,0.0,14.94,2.28,0.0
20200209:0330,0.0,0.0,0.0,0.0,0.0,12.44,2.97,0.0
20200209:0430,0.0,0.0,0.0,0.0,0.0,10.6,3.1,0.0
20200209:0530,0.0,0.0,0.0,0.0,0.0,9.65,3.24,0.0
20200209:0630,0.0,0.0,0.0,0.0,0.0,9.92,4.07,0.0
20200209:0730,0.0,0.0,0.0,0.0,0.0,10.53,4.97,0.0
20200209:0830,0.0,0.0,0.0,0.0,0.0,10.42,4.9,0.0
20200209:0930,0.0,0.0,0.0,0.0,0.0,9.52,3.79,0.0
20200209:1030,0.0,0.0,0.0,0.0,0.0,8.09,3.03,0.0
20200209:1130,0.0,0.0,0.0,0.0,0.0,6.66,2.48,0.0
20200209:1230,0.0,0.0,0.0,0.0,0.0,6.61,2.21,0.0
20200209:1330,0.0,0.0,0.0,0.0,-5.48,7.17,1.79,0.0
20200209:1430,162.49,373.98,101.67,3.46,6.67,8.61,1.1,0.0
20200209:1530,257.3,611.58,163.82,11.64,18.1,8.32,0.83,0.0
20200209:1630,315.99,846.76,146.89,20.16,28.37,10.84,0.83,0.0
20200209:1730,343.43,954.61,123.73,26.72,36.73,14.06,2.14,0.0
20200209:1830,349.34,958.44,128.55,30.27,42.15,16.2,3.31,0.0
20200209:1930,348.11,942.76,141.31,31.12,43.58,18.51,4.07,0.0
20200209:2030,336.0,868.68,181.33,28.67,40.67,19.49,4.0,0.0
20200209:2130,210.3,411.55,220.83,17.22,34.08,20.02,4.07,0.0
20200209:2230,235.45,504.02,213.78,14.92,24.96,19.84,3.66,0.0
20200209:2330,151.79,301.57,157.05,7.42,14.22,19.73,3.31,0.0
20200210:0030,8.8,18.7,20.74,0.97,2.68,19.42,2.62,0.0
20200210:0130,0.0,0.0,0.0,0.0,0.0,18.33,1.93,0.0
20200210:0230,0.0,0.0,0.0,0.0,0.0,16.6,2.21,0.0
20200210:0330,0.0,0.0,0.0,0.0,0.0,14.96,1.86,0.0
20200210:0430,0.0,0.0,0.0,0.0,0.0,15.62,1.17,0.0
20200210:0530,0.0,0.0,0.0,0.0,0.0,16.55,0.55,0.0
20200210:0630,0.0,0.0,0.0,0.0,0.0,14.38,1.66,0.0
20200210:0730,0.0,0.0,0.0,0.0,0.0,15.59,0.14,0.0
20200210:0830,0.0,0.0,0.0,0.0,0.0,14.6,0.69,0.0
20200210:0930,0.0,0.0,0.0,0.0,0.0,12.68,1.31,0.0
20200210:1030,0.0,0.0,0.0,0.0,0.0,10.25,2.21,0.0
20200210:1130,0.0,0.0,0.0,0.0,0.0,9.55,1.72,0.0
20200210:1230,0.0,0.0,0.0,0.0,0.0,9.28,1.1,0.0
20200210:1330,0.0,0.0,0.0,0.0,-5.32,8.7,1.03,0.0
20200210:1430,96.97,224.7,58.88,2.44,6.85,8.22,1.66,0.0
20200210:1530,211.49,474.88,141.7,9.87,18.31,8.4,1.72,0.0
20200210:1630,264.75,630.68,150.53,16.63,28.6,10.52,2.69,0.0
20200210:1730,277.79,656.22,166.13,21.36,37.0,12.6,3.45,0.0
20200210:1830,330.37,865.99,138.68,28.33,42.46,14.5,3.59,0.0
20200210:1930,329.12,913.08,131.5,30.2,43.91,15.44,1.52,0.0
20200210:2030,321.96,884.04,153.84,28.4,40.97,16.6,1.1,0.0
20200210:2130,241.56,540.3,205.55,19.13,34.36,17.48,1.38,0.0
20200210:2230,277.88,727.23,144.67,16.37,25.2,17.91,1.79,0.0
20200210:2330,139.14,298.24,121.9,6.54,14.43,18.23,2.0,0.0
20200211:0030,100.01,264.37,40.53,1.31,2.87,18.08,2.55,0.0
20200211:0130,0.0,0.0,0.0,0.0,0.0,16.55,2.97,0.0
20200211:0230,0.0,0.0,0.0,0.0,0.0,15.32,3.45,0.0
20200211:0330,0.0,0.0,0.0,0.0,0.0,14.06,3.17,0.0
20200211:0430,0.0,0.0,0.0,0.0,0.0,12.95,2.97,0.0
20200211:0530,0.0,0.0,0.0,0.0,0.0,11.74,2.97,0.0
20200211:0630,0.0,0.0,0.0,0.0,0.0,10.55,2.34,0.0
20200211:0730,0.0,0.0,0.0,0.0,0.0,9.65,2.14,0.0
20200211:0830,0.0,0.0,0.0,0.0,0.0,9.67,1.31,0.0
20200211:0930,0.0,0.0,0.0,0.0,0.0,7.72,1.93,0.0
20200211:1030,0.0,0.0,0.0,0.0,0.0,7.08,1.93,0.0
20200211:1130,0.0,0.0,0.0,0.0,0.0,7.21,1.38,0.0
20200211:1230,0.0,0.0,0.0,0.0,0.0,8.43,0.69,0.0
20200211:1330,0.0,0.0,0.0,0.0,-5.16,6.97,1.31,0.0
20200211:1430,87.94,178.66,77.05,2.81,7.03,6.69,3.03,0.0
20200211:1530,199.99,393.35,170.08,9.94,18.52,7.28,5.45,0.0
20200211:1630,294.46,622.59,204.32,18.11,28.85,7.21,8.55,0.0
20200211:1730,237.68,432.26,224.05,18.77,37.29,7.31,9.86,0.0
20200211:1830,323.44,697.34,207.05,26.35,42.78,7.67,10.0,0.0
20200211:1930,216.89,345.82,251.69,20.09,44.23,7.91,10.48,0.0
20200211:2030,224.81,372.61,247.56,19.69,41.28,7.63,10.0,0.0
20200211:2130,214.74,414.8,178.57,15.96,34.64,7.8,9.66,0.0
20200211:2230,183.82,343.71,168.4,11.73,25.44,7.83,7.86,0.0
20200211:2330,125.75,260.25,96.34,5.66,14.64,7.28,4.48,0.0
20200212:0030,22.06,59.61,16.63,0.73,3.06,6.31,3.03,0.0
20200212:0130,0.0,0.0,0.0,0.0,0.0,5.34,3.86,0.0
20200212:0230,0.0,0.0,0.0,0.0,0.0,4.32,4.62,0.0
20200212:0330,0.0,0.0,0.0,0.0,0.0,3.5,4.62,0.0
20200212:0430,0.0,0.0,0.0,0.0,0.0,2.6,3.93,0.0
20200212:0530,0.0,0.0,0.0,0.0,0.0,1.91,3.52,0.0
20200212:0630,0.0,0.0,0.0,0.0,0.0,1.53,2.9,0.0
20200212:0730,0.0,0.0,0.0,0.0,0.0,0.05,0.83,0.0
20200212:0830,0.0,0.0,0.0,0.0,0.0,-0.62,1.38,0.0
20200212:0930,0.0,0.0,0.0,0.0,0.0,-0.99,1.93,0.0
20200212:1030,0.0,0.0,0.0,0.0,0.0,-0.68,1.45,0.0
20200212:1130,0.0,0.0,0.0,0.0,0.0,-0.69,1.52,0.0
20200212:1230,0.0,0.0,0.0,0.0,0.0,-0.55,1.86,0.0
20200212:1330,0.0,0.0,0.0,0.0,-4.99,0.05,2.14,0.0
20200212:1430,103.66,218.95,72.31,2.81,7.21,0.72,2.55,0.0
20200212:1530,268.8,599.93,158.6,11.72,18.73,1.6,3.24,0.0
20200212:1630,264.82,503.33,235.83,17.31,29.09,3.87,5.45,0.0
20200212:1730,203.74,299.06,263.87,17.91,37.57,6.11,7.24,0.0
20200212:1830,185.53,234.47,280.39,18.65,43.1,7.69,7.52,0.0
20200212:1930,208.19,275.75,305.46,20.86,44.56,8.53,7.24,0.0
20200212:2030,186.24,237.63,285.08,18.61,41.6,9.75,7.17,0.0
20200212:2130,191.48,295.98,244.6,16.43,34.91,10.46,6.9,0.0
20200212:2230,201.85,360.02,214.19,13.51,25.68,10.98,6.69,0.0
20200212:2330,154.59,287.7,155.11,7.53,14.85,11.19,6.21,0.0
20200213:0030,134.94,335.5,55.95,1.7,3.25,11.01,4.55,0.0
20200213:0130,0.0,0.0,0.0,0.0,0.0,9.33,2.62,0.0
20200213:0230,0.0,0.0,0.0,0.0,0.0,7.87,2.07,0.0
20200213:0330,0.0,0.0,0.0,0.0,0.0,6.66,1.59,0.0
20200213:0430,0.0,0.0,0.0,0.0,0.0,7.78,1.17,0.0
20200213:0530,0.0,0.0,0.0,0.0,0.0,7.54,0.9,0.0
20200213:0630,0.0,0.0,0.0,0.0,0.0,6.69,1.17,0.0
20200213:0730,0.0,0.0,0.0,0.0,0.0,1.09,1.79,0.0
20200213:0830,0.0,0.0,0.0,0.0,0.0,0.69,1.66,0.0
20200213:0930,0.0,0.0,0.0,0.0,0.0,0.19,1.59,0.0
20200213:1030,0.0,0.0,0.0,0.0,0.0,-0.09,1.45,0.0
20200213:1130,0.0,0.0,0.0,0.0,0.0,-0.18,1.31,0.0
20200213:1230,0.0,0.0,0.0,0.0,0.0,0.6,0.97,0.0
20200213:1330,0.0,0.0,0.0,0.0,-4.81,0.35,0.9,0.0
20200213:1430,188.67,424.41,106.9,4.03,7.41,-0.3,1.1,0.0
20200213:1530,290.63,708.12,144.37,12.74,18.94,0.69,0.9,0.0
20200213:1630,330.62,853.7,151.59,20.96,29.34,4.59,1.03,0.0
20200213:1730,348.34,929.09,145.68,27.42,37.86,7.82,1.45,0.0
20200213:1830,340.64,858.93,189.24,30.27,43.42,10.1,1.86,0.0
20200213:1930,348.22,907.87,168.5,31.81,44.9,11.39,2.14,0.0
20200213:2030,348.15,950.22,139.42,30.23,41.91,12.33,1.86,0.0
20200213:2130,336.67,929.68,137.5,25.6,35.19,13.07,1.38,0.0
20200213:2230,309.72,843.74,140.82,18.53,25.92,13.48,0.9,0.0
20200213:2330,255.88,658.94,136.42,9.92,15.06,13.57,0.76,0.0
20200214:0030,150.47,391.6,60.84,1.89,3.43,13.28,0.62,0.0
20200214:0130,0.0,0.0,0.0,0.0,0.0,12.27,1.66,0.0
20200214:0230,0.0,0.0,0.0,0.0,0.0,10.23,2.28,0.0
20200214:0330,0.0,0.0,0.0,0.0,0.0,7.97,2.34,0.0
20200214:0430,0.0,0.0,0.0,0.0,0.0,6.04,2.14,0.0
20200214:0530,0.0,0.0,0.0,0.0,0.0,4.76,2.07,0.0
20200214:0630,0.0,0.0,0.0,0.0,0.0,3.58,2.21,0.0
20200214:0730,0.0,0.0,0.0,0.0,0.0,2.99,1.93,0.0
20200214:0830,0.0,0.0,0.0,0.0,0.0,2.48,1.86,0.0
20200214:0930,0.0,0.0,0.0,0.0,0.0,2.0,1.79,0.0
20200214:1030,0.0,0.0,0.0,0.0,0.0,1.33,1.86,0.0
20200214:1130,0.0,0.0,0.0,0.0,0.0,0.82,1.93,0.0
20200214:1230,0.0,0.0,0.0,0.0,0.0,0.28,2.21,0.0
20200214:1330,0.0,0.0,0.0,0.0,-4.64,0.25,2.41,0.0
20200214:1430,197.09,447.19,102.49,4.15,7.6,0.3,2.55,0.0
20200214:1530,295.84,721.62,136.39,12.86,19.17,2.46,2.14,0.0
20200214:1630,335.31,871.18,137.98,21.1,29.6,7.97,2.48,0.0
20200214:1730,353.27,936.37,134.3,27.45,38.15,11.28,3.45,0.0
20200214:1830,356.56,957.39,131.09,31.3,43.75,13.69,3.79,0.0
20200214:1930,353.62,960.21,131.56,32.32,45.24,14.92,3.38,0.0
20200214:2030,349.94,951.27,136.7,30.37,42.23,16.36,3.45,0.0
20200214:2130,339.48,919.32,142.12,25.66,35.47,17.45,3.38,0.0
20200214:2230,313.33,832.99,145.89,18.62,26.16,18.11,3.17,0.0
20200214:2330,253.6,637.88,142.76,9.96,15.27,18.25,2.9,0.0
20200215:0030,144.17,374.23,62.89,1.95,3.62,17.48,1.86,0.0
20200215:0130,0.0,0.0,0.0,0.0,0.0,15.9,1.66,0.0
20200215:0230,0.0,0.0,0.0,0.0,0.0,13.01,2.21,0.0
20200215:0330,0.0,0.0,0.0,0.0,0.0,10.48,2.07,0.0
20200215:0430,0.0,0.0,0.0,0.0,0.0,10.27,1.45,0.0
20200215:0530,0.0,0.0,0.0,0.0,0.0,11.16,0.48,0.0
20200215:0630,0.0,0.0,0.0,0.0,0.0,10.58,0.41,0.0
20200215:0730,0.0,0.0,0.0,0.0,0.0,10.35,1.24,0.0
20200215:0830,0.0,0.0,0.0,0.0,0.0,9.48,1.03,0.0
20200215:0930,0.0,0.0,0.0,0.0,0.0,8.78,0.83,0.0
20200215:1030,0.0,0.0,0.0,0.0,0.0,8.17,0.76,0.0
20200215:1130,0.0,0.0,0.0,0.0,0.0,7.57,0.97,0.0
20200215:1230,0.0,0.0,0.0,0.0,0.0,6.87,1.17,0.0
20200215:1330,0.0,0.0,0.0,0.0,-4.46,6.14,1.17,0.0
20200215:1430,108.06,210.55,101.85,3.62,7.8,5.67,1.1,0.0
20200215:1530,212.72,420.26,196.85,11.23,19.39,5.35,1.03,0.0
20200215:1630,300.98,719.23,202.17,20.16,29.86,8.66,1.03,0.0
20200215:1730,341.05,929.0,135.8,27.49,38.45,12.65,1.93,0.0
20200215:1830,349.06,946.92,133.53,31.3,44.08,15.26,3.24,0.0
20200215:1930,353.7,957.81,128.71,32.38,45.58,17.32,4.69,0.0
20200215:2030,354.06,950.49,134.2,30.47,42.55,18.18,5.52,0.0
20200215:2130,345.21,913.11,144.87,25.76,35.75,18.59,5.72,0.0
20200215:2230,321.62,844.92,138.38,18.78,26.4,18.67,5.59,0.0
20200215:2330,264.7,665.18,135.17,10.19,15.48,18.38,5.24,0.0
20200216:0030,151.45,389.8,63.63,2.04,3.8,17.56,4.0,0.0
20200216:0130,0.0,0.0,0.0,0.0,0.0,15.56,2.55,0.0
20200216:0230,0.0,0.0,0.0,0.0,0.0,13.55,1.79,0.0
20200216:0330,0.0,0.0,0.0,0.0,0.0,13.19,1.24,0.0
20200216:0430,0.0,0.0,0.0,0.0,0.0,12.95,1.1,0.0
20200216:0530,0.0,0.0,0.0,0.0,0.0,11.61,1.24,0.0
20200216:0630,0.0,0.0,0.0,0.0,0.0,8.67,1.72,0.0
20200216:0730,0.0,0.0,0.0,0.0,0.0,6.56,2.48,0.0
20200216:0830,0.0,0.0,0.0,0.0,0.0,5.63,2.48,0.0
20200216:0930,0.0,0.0,0.0,0.0,0.0,5.05,2.48,0.0
20200216:1030,0.0,0.0,0.0,0.0,0.0,5.05,2.21,0.0
20200216:1130,0.0,0.0,0.0,0.0,0.0,4.82,2.07,0.0
20200216:1230,0.0,0.0,0.0,0.0,0.0,4.41,2.0,0.0
20200216:1330,0.0,0.0,0.0,0.0,-4.27,3.77,2.07,0.0
20200216:1430,154.55,321.71,115.81,4.13,8.0,3.37,1.93,0.0
20200216:1530,258.36,560.99,190.28,12.48,19.62,4.28,1.66,0.0
20200216:1630,314.14,761.44,197.42,20.91,30.12,9.33,1.66,0.0
20200216:1730,349.76,897.63,175.06,28.05,38.76,12.93,3.24,0.0
20200216:1830,362.21,982.05,128.78,32.33,44.42,15.47,4.34,0.0
20200216:1930,352.99,902.13,177.38,32.55,45.92,17.61,5.31,0.0
20200216:2030,357.98,962.02,141.27,31.19,42.87,18.82,5.45,0.0
20200216:2130,351.25,960.43,128.41,26.55,36.03,19.68,5.38,0.0
20200216:2230,321.62,846.56,147.44,19.16,26.65,20.16,5.31,0.0
20200216:2330,271.04,697.26,131.78,10.55,15.69,20.16,5.17,0.0
20200217:0030,157.24,407.78,66.61,2.17,3.99,19.56,4.41,0.0
20200217:0130,0.0,0.0,0.0,0.0,0.0,17.62,2.69,0.0
20200217:0230,0.0,0.0,0.0,0.0,0.0,15.44,2.0,0.0
20200217:0330,0.0,0.0,0.0,0.0,0.0,14.28,1.52,0.0
20200217:0430,0.0,0.0,0.0,0.0,0.0,12.68,1.66,0.0
20200217:0530,0.0,0.0,0.0,0.0,0.0,10.46,1.86,0.0
20200217:0630,0.0,0.0,0.0,0.0,0.0,8.71,2.0,0.0
20200217:0730,0.0,0.0,0.0,0.0,0.0,7.88,2.55,0.0
20200217:0830,0.0,0.0,0.0,0.0,0.0,7.22,2.34,0.0
20200217:0930,0.0,0.0,0.0,0.0,0.0,7.24,2.0,0.0
20200217:1030,0.0,0.0,0.0,0.0,0.0,7.08,1.79,0.0
20200217:1130,0.0,0.0,0.0,0.0,0.0,6.65,1.72,0.0
20200217:1230,0.0,0.0,0.0,0.0,0.0,5.85,1.79,0.0
20200217:1330,0.0,0.0,0.0,0.0,-4.08,5.04,1.86,0.0
20200217:1430,121.1,242.24,103.89,3.83,8.21,4.87,1.79,0.0
20200217:1530,243.5,520.3,191.52,12.21,19.85,5.86,1.45,0.0
20200217:1630,297.65,697.93,217.58,20.49,30.39,11.17,1.38,0.0
20200217:1730,311.3,692.56,261.91,26.16,39.06,15.16,3.03,0.0
20200217:1830,316.95,702.32,270.33,29.58,44.76,17.63,4.0,0.0
20200217:1930,291.68,560.84,328.16,28.8,46.27,19.71,4.9,0.0
20200217:2030,292.42,578.59,315.06,27.38,43.19,20.66,5.31,0.0
20200217:2130,264.68,530.53,273.24,21.97,36.32,21.33,5.72,0.0
20200217:2230,204.82,367.75,248.19,15.12,26.89,21.61,6.0,0.0
20200217:2330,94.43,144.43,144.09,7.01,15.9,21.58,5.79,0.0
20200218:0030,18.27,39.0,30.34,1.32,4.17,21.06,4.41,0.0
20200218:0130,0.0,0.0,0.0,0.0,0.0,19.62,2.76,0.0
20200218:0230,0.0,0.0,0.0,0.0,0.0,17.79,1.93,0.0
20200218:0330,0.0,0.0,0.0,0.0,0.0,16.17,1.72,0.0
20200218:0430,0.0,0.0,0.0,0.0,0.0,14.36,2.21,0.0
20200218:0530,0.0,0.0,0.0,0.0,0.0,12.82,2.34,0.0
20200218:0630,0.0,0.0,0.0,0.0,0.0,11.49,2.34,0.0
20200218:0730,0.0,0.0,0.0,0.0,0.0,10.03,2.69,0.0
20200218:0830,0.0,0.0,0.0,0.0,0.0,9.63,2.14,0.0
20200218:0930,0.0,0.0,0.0,0.0,0.0,9.66,1.79,0.0
20200218:1030,0.0,0.0,0.0,0.0,0.0,9.66,1.52,0.0
20200218:1130,0.0,0.0,0.0,0.0,0.0,9.6,1.38,0.0
20200218:1230,0.0,0.0,0.0,0.0,0.0,9.4,1.1,0.0
20200218:1330,0.0,0.0,0.0,0.0,-3.88,8.75,0.9,0.0
20200218:1430,193.52,464.84,106.42,4.67,8.42,8.27,0.76,0.0
20200218:1530,277.59,703.89,148.39,13.4,20.09,8.52,0.48,0.0
20200218:1630,319.49,885.02,135.3,21.91,30.66,12.56,0.69,0.0
20200218:1730,331.18,938.38,138.09,28.34,39.37,16.49,1.03,0.0
20200218:1830,323.11,887.6,173.67,31.53,45.1,18.69,0.9,0.0
20200218:1930,339.32,889.82,174.76,32.54,46.62,19.75,3.72,0.0
20200218:2030,331.89,844.25,198.24,30.22,43.52,20.54,3.86,0.0
20200218:2130,319.12,801.48,202.87,25.42,36.6,21.15,3.79,0.0
20200218:2230,296.68,747.83,183.81,18.69,27.13,21.6,3.72,0.0
20200218:2330,256.67,655.83,142.5,10.58,16.11,21.64,3.66,0.0
20200219:0030,143.98,367.17,70.23,2.26,4.36,20.7,4.14,0.0
20200219:0130,0.0,0.0,0.0,0.0,0.0,17.79,5.38,0.0
20200219:0230,0.0,0.0,0.0,0.0,0.0,14.92,6.48,0.0
20200219:0330,0.0,0.0,0.0,0.0,0.0,13.2,6.48,0.0
20200219:0430,0.0,0.0,0.0,0.0,0.0,12.12,6.41,0.0
20200219:0530,0.0,0.0,0.0,0.0,0.0,11.37,6.62,0.0
20200219:0630,0.0,0.0,0.0,0.0,0.0,10.71,6.62,0.0
20200219:0730,0.0,0.0,0.0,0.0,0.0,8.47,6.21,0.0
20200219:0830,0.0,0.0,0.0,0.0,0.0,7.97,6.14,0.0
20200219:0930,0.0,0.0,0.0,0.0,0.0,7.55,5.86,0.0
20200219:1030,0.0,0.0,0.0,0.0,0.0,7.08,5.66,0.0
20200219:1130,0.0,0.0,0.0,0.0,0.0,6.81,5.52,0.0
20200219:1230,0.0,0.0,0.0,0.0,0.0,6.46,5.24,0.0
20200219:1330,0.0,0.0,0.0,0.0,-3.68,6.34,4.9,0.0
20200219:1430,83.98,152.48,90.72,3.6,8.64,6.24,4.62,0.0
20200219:1530,188.06,332.52,199.02,10.95,20.33,7.29,4.48,0.0
20200219:1630,292.95,628.26,219.08,19.61,30.93,9.56,5.31,0.0
20200219:1730,321.23,702.4,243.43,26.11,39.69,12.26,5.52,0.0
20200219:1830,310.34,662.16,260.54,28.56,45.45,14.86,5.31,0.0
20200219:1930,275.58,498.88,321.13,27.31,46.98,15.36,4.34,0.0
20200219:2030,212.03,287.62,341.23,22.42,43.84,16.82,3.72,0.0
20200219:2130,132.59,127.96,265.72,15.21,36.88,17.78,3.24,0.0
20200219:2230,110.56,149.06,182.71,10.53,27.37,18.38,2.83,0.0
20200219:2330,186.2,403.95,160.92,8.9,16.31,18.59,2.41,0.0
20200220:0030,17.03,30.64,34.37,1.53,4.54,18.72,1.93,0.0
20200220:0130,0.0,0.0,0.0,0.0,0.0,17.36,2.21,0.0
20200220:0230,0.0,0.0,0.0,0.0,0.0,15.99,2.41,0.0
20200220:0330,0.0,0.0,0.0,0.0,0.0,14.32,2.62,0.0
20200220:0430,0.0,0.0,0.0,0.0,0.0,13.28,2.69,0.0
20200220:0530,0.0,0.0,0.0,0.0,0.0,11.96,2.48,0.0
20200220:0630,0.0,0.0,0.0,0.0,0.0,10.35,2.28,0.0
20200220:0730,0.0,0.0,0.0,0.0,0.0,8.31,1.86,0.0
20200220:0830,0.0,0.0,0.0,0.0,0.0,7.4,1.79,0.0
20200220:0930,0.0,0.0,0.0,0.0,0.0,6.92,1.66,0.0
20200220:1030,0.0,0.0,0.0,0.0,0.0,6.27,1.72,0.0
20200220:1130,0.0,0.0,0.0,0.0,0.0,5.61,1.93,0.0
20200220:1230,0.0,0.0,0.0,0.0,0.0,5.11,2.07,0.0
20200220:1330,0.0,0.0,0.0,0.0,-3.48,4.75,2.48,0.0
20200220:1430,193.52,441.01,104.92,4.75,8.86,5.49,4.34,0.0
20200220:1530,253.43,565.4,143.45,11.87,20.58,6.42,7.38,0.0
20200220:1630,270.67,529.68,225.4,18.28,31.21,7.2,8.9,0.0
20200220:1730,323.13,729.17,180.33,24.89,40.0,8.33,9.31,0.0
20200220:1830,354.36,830.25,176.41,30.43,45.8,9.45,9.59,0.0
20200220:1930,340.14,777.1,195.75,30.43,47.33,10.92,8.97,0.0
20200220:2030,348.36,857.53,143.43,29.21,44.17,11.56,9.1,0.0
20200220:2130,328.98,807.17,136.79,23.93,37.16,11.66,9.1,0.0
20200220:2230,315.82,761.02,145.47,18.21,27.61,11.2,8.97,0.0
20200220:2330,242.19,563.28,123.18,9.51,16.52,10.27,8.83,0.0
20200221:0030,149.82,355.85,68.65,2.32,4.72,8.86,8.55,0.0
20200221:0130,0.0,0.0,0.0,0.0,0.0,6.92,7.31,0.0
20200221:0230,0.0,0.0,0.0,0.0,0.0,5.51,8.14,0.0
20200221:0330,0.0,0.0,0.0,0.0,0.0,4.78,7.38,0.0
20200221:0430,0.0,0.0,0.0,0.0,0.0,4.42,7.45,0.0
20200221:0530,0.0,0.0,0.0,0.0,0.0,4.11,7.31,0.0
20200221:0630,0.0,0.0,0.0,0.0,0.0,3.87,6.9,0.0
20200221:0730,0.0,0.0,0.0,0.0,0.0,2.88,6.76,0.0
20200221:0830,0.0,0.0,0.0,0.0,0.0,2.5,6.41,0.0
20200221:0930,0.0,0.0,0.0,0.0,0.0,2.2,6.0,0.0
20200221:1030,0.0,0.0,0.0,0.0,0.0,2.13,5.86,0.0
20200221:1130,0.0,0.0,0.0,0.0,0.0,2.24,5.31,0.0
20200221:1230,0.0,0.0,0.0,0.0,0.0,2.33,5.38,0.0
20200221:1330,0.0,0.0,0.0,0.0,-3.27,2.28,5.1,0.0
20200221:1430,9.64,6.48,32.73,1.68,9.08,2.39,5.24,0.0
20200221:1530,58.66,70.63,100.33,5.57,20.83,2.7,5.52,0.0
20200221:1630,107.7,113.79,185.61,10.79,31.49,3.49,5.66,0.0
20200221:1730,144.87,192.13,207.15,14.15,40.33,4.78,5.86,0.0
20200221:1830,145.09,161.59,240.24,15.82,46.15,6.0,5.86,0.0
20200221:1930,181.08,232.67,270.8,19.07,47.69,6.65,5.1,0.0
20200221:2030,202.43,235.51,333.85,21.25,44.5,7.86,4.83,0.0
20200221:2130,158.4,162.38,286.57,16.69,37.44,9.34,4.41,0.0
